date,arrivals_forecast,scenario,svr_contribution,tsformer_contribution,svr_contribution_pct,tsformer_contribution_pct,svr_raw_prediction,tsformer_raw_prediction,economic_indicators_pct,exchange_rates_pct,events_pct,weather_pct,google_trends_pct
2026-01,290498.93460211944,Baseline,215589.79666266634,74909.14,74.21362730914932,25.786373615310833,375228.99990650837,176072.55,0.14972830385262537,0.01642710472280484,0.25806451612903225,-7.9459676160885895,1.2199228692577169
2026-02,262792.6206086845,Baseline,194876.40430009074,67916.22,74.15596520507877,25.844035723945126,339177.8248453731,159635.81,0.424131802693295,0.048733744010975855,0.0,-9.042686333525452,1.6973857858122665
2026-03,290727.8756534785,Baseline,215715.74113199415,75012.13,74.19850629979078,25.801493112379674,375448.20331038546,176314.62,0.6993117467956056,0.08104038329912466,0.0,-4.048278099889457,2.177139291717234
2026-04,280699.3239712671,Baseline,208664.29784822022,72035.02,74.33729974696323,25.662699296302417,363175.3311604664,169317.0,0.9846159166664759,0.11444216290215081,0.0,2.2921535980935603,2.675508786222447
2026-05,289707.7806122071,Baseline,215761.18442080083,73946.59,74.4754538400235,25.524545317263115,375527.2962919428,173810.11,1.2707453417482695,0.14784394250517696,0.5161290322580645,11.260238235510567,3.1763224285346725
2026-06,279967.0952660522,Baseline,208626.5300805053,71340.56,74.51823218090966,25.481766859853728,363109.59724389086,167684.67,1.5576934001551468,0.1812457221081587,0.26666666666666666,9.153185543162735,3.679565443655819
2026-07,289403.716813572,Baseline,215627.21388388445,73776.5,74.50741001463611,25.492588973045333,375294.1237051032,173410.3,1.8454714687948126,0.21464750171118485,0.0,5.2890863194377635,4.185276507735325
2026-08,289658.1254912045,Baseline,215804.21435839203,73853.914,74.50307633953979,25.496924671889648,375602.18889214157,173592.25,2.1388132744952992,0.24859685147162747,0.0,5.664130864285877,4.701798761917808
2026-09,280291.7041402766,Baseline,208798.33329066724,71493.37,74.49322623768083,25.506772455784127,363408.6167138645,168043.84,2.428258573063946,0.2819986310746314,0.0,8.341831880569138,5.212482295284193
2026-10,289757.69680018385,Baseline,215799.3906478401,73958.305,74.4758096267775,25.524189867681567,375593.79333671986,173837.62,2.7185411052453867,0.31540041067763536,0.25806451612903225,12.637961874222881,5.725670368057423
2026-11,280666.27581769036,Baseline,209005.02386456536,71661.25,74.46745187167649,25.53254743243477,363768.3568246418,168438.44,3.009654153038732,0.3488021902806615,0.0,12.517197233997068,6.241347840169098
2026-12,290559.7158325849,Baseline,216074.7099732099,74485.01,74.36499218553342,25.63500848666058,376072.98018467205,175075.62,3.301609258484972,0.38220396988366545,0.0,2.41586962814635,6.759554343404206
