date,arrivals_forecast,scenario,svr_contribution,tsformer_contribution,svr_contribution_pct,tsformer_contribution_pct,svr_raw_prediction,tsformer_raw_prediction,economic_indicators_pct,exchange_rates_pct,events_pct,weather_pct,google_trends_pct
2026-01,271044.73612161796,Pessimistic,196463.90433450858,74580.83,72.48394015899837,27.516058489892803,341940.8315344058,175300.86,-24.35284467055585,-19.93429158110881,0.0,-6.242287967890759,-40.63053779519819
2026-02,245395.82821027952,Pessimistic,177682.84310285765,67712.984,72.40662744706538,27.593372254469127,309252.83362251,159158.11,-24.205239758670416,-19.805065023956182,0.2857142857142857,-7.38988184633369,-40.68113101441959
2026-03,271530.31610497984,Pessimistic,196771.3100014642,74759.01,72.46752879166094,27.532471837728963,342475.863909606,175719.66,-24.05733517947859,-19.67583846680354,0.0,-2.3084675908787933,-40.731680389205906
2026-04,262078.7598661776,Pessimistic,190421.3819364901,71657.375,72.65807501291707,27.341923869217645,331423.96259431937,168429.34,-23.90410988070507,-19.542231348391493,0.26666666666666666,4.220950959712555,-40.78389851395511
2026-05,270457.37615919125,Pessimistic,197004.94232130062,73452.44,72.84140115496184,27.158600199081235,342882.49549920403,172648.58,-23.750566584115063,-19.40862422997943,0.0,13.629197345881195,-40.83607038094724
2026-06,261390.57818488643,Pessimistic,190566.08355598018,70824.49,72.90472551814368,27.095273547849345,331675.81237945124,166471.66,-23.596708096973384,-19.275017111567383,0.0,11.391713376602631,-40.88819653329624
2026-07,270326.37381762033,Pessimistic,197058.581093011,73267.79,72.89654291222043,27.103455733080335,342975.8525271184,172214.6,-23.44253029792074,-19.141409993155367,0.0,7.325728728322445,-40.940276509362505
2026-08,270702.97266515344,Pessimistic,197331.1245206222,73371.85,72.8958099639014,27.104191298725578,343450.2079899312,172459.17,-23.285499772048546,-19.005612594113597,0.0,7.722997709683077,-40.993163363946294
2026-09,262059.71642039306,Pessimistic,191011.58678172118,71048.13,72.8885726470461,27.11142856406264,332451.200326551,166997.31,-23.130681359737636,-18.87200547570157,0.26666666666666666,10.551929174832608,-41.04515111012758
2026-10,271056.25192620227,Pessimistic,197514.33566643664,73541.914,72.86839328104186,27.131605908327288,343769.08270515373,172858.9,-22.97554164332446,-18.73839835728952,0.0,15.08371804180979,-41.09709280263413
2026-11,262693.8595581146,Pessimistic,191400.404235849,71293.45,72.86063121452838,27.13936794903577,333127.9280136542,167573.94,-22.820083459261507,-18.60479123887747,0.0,14.97072276596585,-41.148988982183695
2026-12,272205.2719883084,Pessimistic,197977.37574807403,74227.9,72.7309116028353,27.26908920437375,344574.9931398729,174471.3,-22.664302643338917,-18.471184120465423,0.25806451612903225,4.412519895727263,-41.2008391891734
2027-01,272511.06045077665,Pessimistic,197701.2396499954,74809.82,72.54796899728257,27.452030823538927,344094.38471811975,175839.1,-22.505639440235548,-18.335386721423664,0.0,-6.242287967890759,-41.25349271485311
2027-02,246941.62338315335,Pessimistic,179154.98178159085,67786.64,72.54952783055731,27.450471773979796,311815.05656949425,159331.25,-22.354346962594807,-18.206160164271022,0.0,-7.38988184633369,-41.30355506696466
2027-03,273135.48356600414,Pessimistic,198275.17399569164,74860.31,72.5922430169267,27.407758055686582,345093.3040263677,175957.77,-22.202747331156313,-18.076933607118395,0.0,-2.3084675908787933,-41.353574034694205
2027-04,263754.3033900703,Pessimistic,191996.33048967965,71757.98,72.79362953397327,27.206371854481564,334165.1237237684,168665.78,-22.045694054320354,-17.943326488706358,0.0,4.220950959712555,-41.40524424244199
2027-05,272123.45267380227,Pessimistic,198577.08670700536,73546.37,72.97316153967888,27.026838908905415,345618.7760407162,172869.38,-21.88831483523136,-17.809719370294307,0.25806451612903225,13.629197345881195,-41.456868677808465
2027-06,263127.7037642242,Pessimistic,192201.88223102104,70925.82,73.04509539719302,26.954904138886548,334522.88172311033,166709.83,-21.73061255128712,-17.67611225188226,0.5333333333333333,11.391713376602631,-41.50844787820871
2027-07,272128.2388092923,Pessimistic,198733.31815499548,73394.92,73.02928906774278,26.970711380833656,345890.69322274777,172513.4,-21.572582978165755,-17.54250513347021,0.0,7.325728728322445,-41.55998138684709
2027-08,272381.74383037124,Pessimistic,198905.7247874025,73476.016,73.02461684483276,26.97538190032222,346190.762935029,172704.02,-21.411629409473743,-17.40670773442845,0.5161290322580645,7.722997709683077,-41.61231330754694
2027-09,263747.46895121573,Pessimistic,192588.97432230946,71158.49,73.02021706146944,26.97978201287,335196.6064565361,167256.72,-21.252943218860366,-17.2731006160164,0.0,10.551929174832608,-41.66375555405478
2027-10,272925.91482846206,Pessimistic,199279.5564300246,73646.36,73.01598917613768,26.98401118167464,346841.4081676231,173104.4,-21.09392769710826,-17.139493497604374,0.0,15.08371804180979,-41.71515223012224
2027-11,264228.219336644,Pessimistic,192842.79160226896,71385.43,72.98342019879969,27.016580540381383,335638.3694972389,167790.12,-20.934585751532165,-17.005886379192326,0.0,14.97072276596585,-41.76650387079338
2027-12,273959.6543845491,Pessimistic,199614.77621072103,74344.875,72.86283692361782,27.13716191788017,347424.8503574055,174746.25,-20.77491311388906,-16.87227926078029,0.0,4.412519895727263,-41.81781002128788
2028-01,274228.97493075044,Pessimistic,199353.47908114106,74875.49,72.6959939705433,27.3040046940364,346970.0688133413,175993.47,-20.612286079318842,-16.736481861738504,0.25806451612903225,-6.242287967890759,-41.86991106136908
2028-02,257253.31544170892,Pessimistic,186965.37623272452,70287.94,72.67753805687649,27.322461278803832,325408.8654794766,165210.5,-20.45458201325221,-16.60506502395618,0.0,-7.38988184633369,-41.92028724260687
2028-03,274856.4960918443,Pessimistic,199897.45580864116,74959.04,72.72793572317269,27.27206383270351,347916.8475876247,176189.83,-20.296554215489593,-16.47364818617385,0.0,-2.3084675908787933,-41.97061928263821
2028-04,265543.25304814463,Pessimistic,193693.73962041026,71849.516,72.94244436528477,27.057556462175764,337119.4246249043,168880.95,-20.13556644429354,-16.34004106776179,0.26666666666666666,4.220950959712555,-42.02174584504653
2028-05,273613.41551673366,Pessimistic,199963.10008704613,73650.31,73.08234492428124,26.917654004979042,348031.09991921356,173113.7,-19.97424456534813,-16.20643394934974,0.0,13.629197345881195,-42.07282711666524
2028-06,264776.4859813631,Pessimistic,193715.14784659745,71061.336,73.1617640171539,26.83823515298931,337156.6851419897,167028.36,-19.812591528135613,-16.072826830937693,0.0,11.391713376602631,-42.123863629255
2028-07,273880.7571091633,Pessimistic,200377.3157029133,73503.44,73.162246890915,26.837751682825612,348752.03251293313,172768.47,-19.650603002506518,-15.939219712525643,0.0,7.325728728322445,-42.174854930826335
2028-08,273975.2567644072,Pessimistic,200396.53899096974,73578.72,73.14402817159937,26.855972184842493,348785.49019629287,172945.4,-19.4856172294504,-15.803422313483907,0.0,7.722997709683077,-42.226636244009164
2028-09,265441.18482615537,Pessimistic,194156.6062128741,71284.58,73.14486873618822,26.85513107986095,337925.0331057736,167553.08,-19.322955636766004,-15.669815195071845,0.0,10.551929174832608,-42.277537243659616
2028-10,274463.6931106459,Pessimistic,200734.04613798967,73729.65,73.13683054503925,26.863169988672052,349372.9134936753,173300.17,-19.159956462548287,-15.536208076659797,0.0,15.08371804180979,-42.328393152336616
2028-11,265918.92920217774,Pessimistic,194417.4958525684,71501.43,73.11156691096372,26.888431711883733,338379.1054232202,168062.8,-18.99662268694594,-15.40260095824777,0.0,14.97072276596585,-42.37920449945486
